rpin,property,Sector,visited_date,LBAM,Month
R2924,Rockit Crown,Omahu,1/11/2023,0,January
R2219,Rockit Longacre (RLA),Bridge Pa,1/11/2023,0,January
R1580,Rockit Pioneer,Valley,1/11/2023,0,January
R1580,Rockit Pioneer,Valley,1/11/2023,0,January
R1580,Rockit Pioneer,Valley,1/11/2023,5,January
R1580,Rockit Pioneer,Valley,1/11/2023,0,January
R1580,Rockit Pioneer,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2919,Rockit Valley Road,Valley,1/11/2023,0,January
R2946,Rockit Lowry Heretaunga,Omahu,1/11/2023,0,January
R2946,Rockit Lowry Heretaunga,Omahu,1/11/2023,2,January
R2946,Rockit Lowry Heretaunga,Omahu,1/11/2023,0,January
R2918,Rockit Lowry,Omahu,1/11/2023,0,January
R2918,Rockit Lowry,Omahu,1/11/2023,2,January
R2918,Rockit Lowry,Omahu,1/11/2023,2,January
R2918,Rockit Lowry,Omahu,1/11/2023,0,January
R2918,Rockit Lowry,Omahu,1/11/2023,15,January
R1936,Rockit Wharerangi,Puketapu,1/12/2023,0,January
R2636,Rockit Moteo Pa,Puketapu,1/12/2023,0,January
R2636,Rockit Moteo Pa,Puketapu,1/12/2023,0,January
R1936,Rockit Wharerangi,Puketapu,1/12/2023,0,January
R1936,Rockit Wharerangi,Puketapu,1/12/2023,0,January
R2150,Rockit Dartmoor Road,Puketapu,1/12/2023,0,January
R2150,Rockit Dartmoor Road,Puketapu,1/12/2023,0,January
R2879,Rockit Manzana,Puketapu,1/12/2023,0,January
R2879,Rockit Manzana,Puketapu,1/12/2023,0,January
R2879,Rockit Manzana,Puketapu,1/12/2023,0,January
R2879,Rockit Manzana,Puketapu,1/12/2023,0,January
R2886,Rockit Sim 2,Puketapu,1/12/2023,0,January
R2886,Rockit Sim 2,Puketapu,1/12/2023,0,January
R2901,Rockit Wharerangi 2,Puketapu,1/12/2023,0,January
R2901,Rockit Wharerangi 2,Puketapu,1/12/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/12/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/12/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/12/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/12/2023,2,January
R1149,Rockit Steel,Puketapu,1/12/2023,4,January
R1149,Rockit Steel,Puketapu,1/12/2023,0,January
R1149,Rockit Steel,Puketapu,1/12/2023,0,January
R1149,Rockit Steel,Puketapu,1/12/2023,2,January
R2925,Rockit Manzana 2,Puketapu,1/12/2023,0,January
R2925,Rockit Manzana 2,Puketapu,1/12/2023,0,January
R2925,Rockit Manzana 2,Puketapu,1/12/2023,0,January
R2945,Rockit Ormond,Napier,1/12/2023,0,January
R2945,Rockit Ormond,Napier,1/12/2023,0,January
R2945,Rockit Ormond,Napier,1/12/2023,0,January
R2945,Rockit Ormond,Napier,1/12/2023,0,January
R2712,Rockit Napier Road South (NRS),Napier,1/13/2023,0,January
R2775,Rockit Napier Road North (NRN),Napier,1/13/2023,0,January
R2775,Rockit Napier Road North (NRN),Napier,1/13/2023,0,January
R1639,Rockit Napier Road Central (NRC),Napier,1/13/2023,0,January
R1639,Rockit Napier Road Central (NRC),Napier,1/13/2023,0,January
R2776,Rockit Haumoana,Napier,1/13/2023,3,January
R2776,Rockit Haumoana,Napier,1/13/2023,0,January
R2776,Rockit Haumoana,Napier,1/13/2023,5,January
R2776,Rockit Haumoana,Napier,1/13/2023,0,January
R2447,Rockit Watson Road,Napier,1/13/2023,0,January
R2447,Rockit Watson Road,Napier,1/13/2023,0,January
R2917,Rockit Lawn Road,Napier,1/13/2023,0,January
R2917,Rockit Lawn Road,Napier,1/13/2023,1,January
R2917,Rockit Lawn Road,Napier,1/13/2023,0,January
R2917,Rockit Lawn Road,Napier,1/13/2023,0,January
R2917,Rockit Lawn Road,Napier,1/13/2023,0,January
R2917,Rockit Lawn Road,Napier,1/13/2023,0,January
R2329,Rockit Longlands,Bridge Pa,1/13/2023,0,January
R2329,Rockit Longlands,Bridge Pa,1/13/2023,0,January
R2329,Rockit Longlands,Bridge Pa,1/13/2023,0,January
R2329,Rockit Longlands,Bridge Pa,1/13/2023,6,January
R1232,Rockit Raukawa,Havelock,1/18/2023,4,January
R1232,Rockit Raukawa,Havelock,1/18/2023,3,January
R1233,Rockit Te Aute North (TRN),Havelock,1/18/2023,0,January
R1233,Rockit Te Aute North (TRN),Havelock,1/18/2023,0,January
R2534,Rockit Stock Road South (SRS),Havelock,1/18/2023,0,January
R2534,Rockit Stock Road South (SRS),Havelock,1/18/2023,0,January
R2534,Rockit Stock Road South (SRS),Havelock,1/18/2023,1,January
R2668,Rockit Te Aute South (TRS),Havelock,1/18/2023,5,January
R2724,Rockit Omahu,Omahu,1/18/2023,0,January
R2724,Rockit Omahu,Omahu,1/18/2023,2,January
R2724,Rockit Omahu,Omahu,1/18/2023,0,January
R2724,Rockit Omahu,Omahu,1/18/2023,4,January
R2724,Rockit Omahu,Omahu,1/18/2023,1,January
R2724,Rockit Omahu,Omahu,1/18/2023,0,January
R1230,Rockit Home Block,Havelock,1/18/2023,0,January
R1230,Rockit Home Block,Havelock,1/18/2023,0,January
R2899,Rockit Lobb,Havelock,1/18/2023,0,January
R2899,Rockit Lobb,Havelock,1/18/2023,0,January
R2880,Rockit Manahi,Havelock,1/18/2023,0,January
R2880,Rockit Manahi,Havelock,1/18/2023,0,January
R2880,Rockit Manahi,Havelock,1/18/2023,0,January
R2880,Rockit Manahi,Havelock,1/18/2023,0,January
R2880,Rockit Manahi,Havelock,1/18/2023,0,January
R2880,Rockit Manahi,Havelock,1/18/2023,2,January
R2219,Rockit Longacre (RLA),Bridge Pa,1/18/2023,1,January
R1230,Rockit Home Block,Havelock,1/18/2023,4,January
R1230,Rockit Home Block,Havelock,1/18/2023,0,January
R1230,Rockit Home Block,Havelock,1/18/2023,0,January
R1230,Rockit Home Block,Havelock,1/18/2023,0,January
R2924,Rockit Crown,Omahu,1/18/2023,0,January
R2924,Rockit Crown,Omahu,1/18/2023,0,January
R2924,Rockit Crown,Omahu,1/18/2023,0,January
R2219,Rockit Longacre (RLA),Bridge Pa,1/18/2023,0,January
R2926,Rockit Mana,Bridge Pa,1/18/2023,0,January
R2926,Rockit Mana,Bridge Pa,1/18/2023,1,January
R2927,Rockit Mana 2,Bridge Pa,1/18/2023,0,January
R2927,Rockit Mana 2,Bridge Pa,1/18/2023,0,January
R2534,Rockit Stock Road South (SRS),Havelock,1/18/2023,0,January
R2534,Rockit Stock Road South (SRS),Havelock,1/18/2023,0,January
R2924,Rockit Crown,Omahu,1/18/2023,1,January
R2219,Rockit Longacre (RLA),Bridge Pa,1/18/2023,1,January
R1580,Rockit Pioneer,Valley,1/18/2023,1,January
R1580,Rockit Pioneer,Valley,1/18/2023,0,January
R1580,Rockit Pioneer,Valley,1/18/2023,0,January
R1580,Rockit Pioneer,Valley,1/18/2023,1,January
R1580,Rockit Pioneer,Valley,1/18/2023,6,January
R2919,Rockit Valley Road,Valley,1/18/2023,10,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,3,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,1,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,8,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,1,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,12,January
R2919,Rockit Valley Road,Valley,1/18/2023,0,January
R2919,Rockit Valley Road,Valley,1/18/2023,1,January
R2919,Rockit Valley Road,Valley,1/18/2023,3,January
R2919,Rockit Valley Road,Valley,1/18/2023,2,January
R2946,Rockit Lowry Heretaunga,Omahu,1/18/2023,2,January
R2946,Rockit Lowry Heretaunga,Omahu,1/18/2023,0,January
R2946,Rockit Lowry Heretaunga,Omahu,1/18/2023,5,January
R2918,Rockit Lowry,Omahu,1/18/2023,0,January
R2918,Rockit Lowry,Omahu,1/18/2023,2,January
R2918,Rockit Lowry,Omahu,1/18/2023,0,January
R2918,Rockit Lowry,Omahu,1/18/2023,0,January
R2918,Rockit Lowry,Omahu,1/18/2023,5,January
R1936,Rockit Wharerangi,Puketapu,1/19/2023,0,January
R2636,Rockit Moteo Pa,Puketapu,1/19/2023,0,January
R2636,Rockit Moteo Pa,Puketapu,1/19/2023,0,January
R1936,Rockit Wharerangi,Puketapu,1/19/2023,0,January
R1936,Rockit Wharerangi,Puketapu,1/19/2023,0,January
R2150,Rockit Dartmoor Road,Puketapu,1/19/2023,0,January
R2150,Rockit Dartmoor Road,Puketapu,1/19/2023,0,January
R2879,Rockit Manzana,Puketapu,1/19/2023,0,January
R2879,Rockit Manzana,Puketapu,1/19/2023,0,January
R2879,Rockit Manzana,Puketapu,1/19/2023,0,January
R2879,Rockit Manzana,Puketapu,1/19/2023,0,January
R2886,Rockit Sim 2,Puketapu,1/19/2023,1,January
R2886,Rockit Sim 2,Puketapu,1/19/2023,0,January
R2901,Rockit Wharerangi 2,Puketapu,1/19/2023,4,January
R2901,Rockit Wharerangi 2,Puketapu,1/19/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/19/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/19/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/19/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/19/2023,0,January
R1149,Rockit Steel,Puketapu,1/19/2023,0,January
R1149,Rockit Steel,Puketapu,1/19/2023,0,January
R1149,Rockit Steel,Puketapu,1/19/2023,0,January
R1149,Rockit Steel,Puketapu,1/19/2023,0,January
R2925,Rockit Manzana 2,Puketapu,1/19/2023,0,January
R2925,Rockit Manzana 2,Puketapu,1/19/2023,1,January
R2925,Rockit Manzana 2,Puketapu,1/19/2023,2,January
R2945,Rockit Ormond,Napier,1/19/2023,0,January
R2945,Rockit Ormond,Napier,1/19/2023,0,January
R2945,Rockit Ormond,Napier,1/19/2023,0,January
R2945,Rockit Ormond,Napier,1/19/2023,1,January
R2712,Rockit Napier Road South (NRS),Napier,1/20/2023,0,January
R2775,Rockit Napier Road North (NRN),Napier,1/20/2023,0,January
R2775,Rockit Napier Road North (NRN),Napier,1/20/2023,0,January
R1639,Rockit Napier Road Central (NRC),Napier,1/20/2023,0,January
R1639,Rockit Napier Road Central (NRC),Napier,1/20/2023,0,January
R2776,Rockit Haumoana,Napier,1/20/2023,2,January
R2776,Rockit Haumoana,Napier,1/20/2023,1,January
R2776,Rockit Haumoana,Napier,1/20/2023,1,January
R2776,Rockit Haumoana,Napier,1/20/2023,0,January
R2447,Rockit Watson Road,Napier,1/20/2023,0,January
R2447,Rockit Watson Road,Napier,1/20/2023,0,January
R2917,Rockit Lawn Road,Napier,1/20/2023,0,January
R2917,Rockit Lawn Road,Napier,1/20/2023,0,January
R2917,Rockit Lawn Road,Napier,1/20/2023,0,January
R2917,Rockit Lawn Road,Napier,1/20/2023,0,January
R2917,Rockit Lawn Road,Napier,1/20/2023,0,January
R2917,Rockit Lawn Road,Napier,1/20/2023,0,January
R2329,Rockit Longlands,Bridge Pa,1/20/2023,1,January
R2329,Rockit Longlands,Bridge Pa,1/20/2023,1,January
R2329,Rockit Longlands,Bridge Pa,1/20/2023,0,January
R2329,Rockit Longlands,Bridge Pa,1/20/2023,2,January
R1232,Rockit Raukawa,Havelock,1/25/2023,2,January
R1232,Rockit Raukawa,Havelock,1/25/2023,4,January
R1233,Rockit Te Aute North (TRN),Havelock,1/25/2023,0,January
R1233,Rockit Te Aute North (TRN),Havelock,1/25/2023,0,January
R2534,Rockit Stock Road South (SRS),Havelock,1/25/2023,0,January
R2534,Rockit Stock Road South (SRS),Havelock,1/25/2023,2,January
R2534,Rockit Stock Road South (SRS),Havelock,1/25/2023,0,January
R2668,Rockit Te Aute South (TRS),Havelock,1/25/2023,0,January
R2724,Rockit Omahu,Omahu,1/25/2023,0,January
R2724,Rockit Omahu,Omahu,1/25/2023,0,January
R2724,Rockit Omahu,Omahu,1/25/2023,0,January
R2724,Rockit Omahu,Omahu,1/25/2023,7,January
R2724,Rockit Omahu,Omahu,1/25/2023,0,January
R2724,Rockit Omahu,Omahu,1/25/2023,0,January
R1230,Rockit Home Block,Havelock,1/25/2023,0,January
R1230,Rockit Home Block,Havelock,1/25/2023,0,January
R2899,Rockit Lobb,Havelock,1/25/2023,0,January
R2899,Rockit Lobb,Havelock,1/25/2023,0,January
R2880,Rockit Manahi,Havelock,1/25/2023,0,January
R2880,Rockit Manahi,Havelock,1/25/2023,0,January
R2880,Rockit Manahi,Havelock,1/25/2023,0,January
R2880,Rockit Manahi,Havelock,1/25/2023,0,January
R2880,Rockit Manahi,Havelock,1/25/2023,0,January
R2880,Rockit Manahi,Havelock,1/25/2023,0,January
R2219,Rockit Longacre (RLA),Bridge Pa,1/25/2023,0,January
R1230,Rockit Home Block,Havelock,1/25/2023,0,January
R1230,Rockit Home Block,Havelock,1/25/2023,0,January
R1230,Rockit Home Block,Havelock,1/25/2023,0,January
R1230,Rockit Home Block,Havelock,1/25/2023,0,January
R2924,Rockit Crown,Omahu,1/25/2023,0,January
R2924,Rockit Crown,Omahu,1/25/2023,0,January
R2924,Rockit Crown,Omahu,1/25/2023,0,January
R2219,Rockit Longacre (RLA),Bridge Pa,1/25/2023,0,January
R2926,Rockit Mana,Bridge Pa,1/25/2023,0,January
R2926,Rockit Mana,Bridge Pa,1/25/2023,0,January
R2927,Rockit Mana 2,Bridge Pa,1/25/2023,0,January
R2927,Rockit Mana 2,Bridge Pa,1/25/2023,0,January
R2534,Rockit Stock Road South (SRS),Havelock,1/25/2023,0,January
R2534,Rockit Stock Road South (SRS),Havelock,1/25/2023,0,January
R2924,Rockit Crown,Omahu,1/25/2023,0,January
R2219,Rockit Longacre (RLA),Bridge Pa,1/25/2023,0,January
R1580,Rockit Pioneer,Valley,1/25/2023,0,January
R1580,Rockit Pioneer,Valley,1/25/2023,2,January
R1580,Rockit Pioneer,Valley,1/25/2023,0,January
R1580,Rockit Pioneer,Valley,1/25/2023,0,January
R1580,Rockit Pioneer,Valley,1/25/2023,2,January
R2919,Rockit Valley Road,Valley,1/25/2023,7,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,2,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,3,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2919,Rockit Valley Road,Valley,1/25/2023,6,January
R2919,Rockit Valley Road,Valley,1/25/2023,0,January
R2946,Rockit Lowry Heretaunga,Omahu,1/25/2023,0,January
R2946,Rockit Lowry Heretaunga,Omahu,1/25/2023,0,January
R2946,Rockit Lowry Heretaunga,Omahu,1/25/2023,0,January
R2918,Rockit Lowry,Omahu,1/25/2023,0,January
R2918,Rockit Lowry,Omahu,1/25/2023,0,January
R2918,Rockit Lowry,Omahu,1/25/2023,0,January
R2918,Rockit Lowry,Omahu,1/25/2023,1,January
R2918,Rockit Lowry,Omahu,1/25/2023,0,January
R1936,Rockit Wharerangi,Puketapu,1/26/2023,0,January
R2636,Rockit Moteo Pa,Puketapu,1/26/2023,0,January
R2636,Rockit Moteo Pa,Puketapu,1/26/2023,0,January
R1936,Rockit Wharerangi,Puketapu,1/26/2023,0,January
R1936,Rockit Wharerangi,Puketapu,1/26/2023,0,January
R2150,Rockit Dartmoor Road,Puketapu,1/26/2023,0,January
R2150,Rockit Dartmoor Road,Puketapu,1/26/2023,0,January
R2879,Rockit Manzana,Puketapu,1/26/2023,0,January
R2879,Rockit Manzana,Puketapu,1/26/2023,0,January
R2879,Rockit Manzana,Puketapu,1/26/2023,0,January
R2879,Rockit Manzana,Puketapu,1/26/2023,0,January
R2886,Rockit Sim 2,Puketapu,1/26/2023,0,January
R2886,Rockit Sim 2,Puketapu,1/26/2023,0,January
R2901,Rockit Wharerangi 2,Puketapu,1/26/2023,0,January
R2901,Rockit Wharerangi 2,Puketapu,1/26/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/26/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/26/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/26/2023,0,January
R2900,Rockit Sim 1,Puketapu,1/26/2023,0,January
R1149,Rockit Steel,Puketapu,1/26/2023,0,January
R1149,Rockit Steel,Puketapu,1/26/2023,0,January
R1149,Rockit Steel,Puketapu,1/26/2023,0,January
R1149,Rockit Steel,Puketapu,1/26/2023,0,January
R2925,Rockit Manzana 2,Puketapu,1/26/2023,0,January
R2925,Rockit Manzana 2,Puketapu,1/26/2023,0,January
R2925,Rockit Manzana 2,Puketapu,1/26/2023,0,January
R2945,Rockit Ormond,Napier,1/26/2023,0,January
R2945,Rockit Ormond,Napier,1/26/2023,0,January
R2945,Rockit Ormond,Napier,1/26/2023,0,January
R2945,Rockit Ormond,Napier,1/26/2023,1,January
R2712,Rockit Napier Road South (NRS),Napier,1/27/2023,0,January
R2775,Rockit Napier Road North (NRN),Napier,1/27/2023,0,January
R2775,Rockit Napier Road North (NRN),Napier,1/27/2023,0,January
R1639,Rockit Napier Road Central (NRC),Napier,1/27/2023,0,January
R1639,Rockit Napier Road Central (NRC),Napier,1/27/2023,0,January
R2776,Rockit Haumoana,Napier,1/27/2023,1,January
R2776,Rockit Haumoana,Napier,1/27/2023,0,January
R2776,Rockit Haumoana,Napier,1/27/2023,3,January
R2776,Rockit Haumoana,Napier,1/27/2023,0,January
R2447,Rockit Watson Road,Napier,1/27/2023,0,January
R2447,Rockit Watson Road,Napier,1/27/2023,0,January
R2917,Rockit Lawn Road,Napier,1/27/2023,0,January
R2917,Rockit Lawn Road,Napier,1/27/2023,0,January
R2917,Rockit Lawn Road,Napier,1/27/2023,0,January
R2917,Rockit Lawn Road,Napier,1/27/2023,0,January
R2917,Rockit Lawn Road,Napier,1/27/2023,0,January
R2917,Rockit Lawn Road,Napier,1/27/2023,0,January
R2329,Rockit Longlands,Bridge Pa,1/27/2023,0,January
R2329,Rockit Longlands,Bridge Pa,1/27/2023,0,January
R2329,Rockit Longlands,Bridge Pa,1/27/2023,0,January
R2329,Rockit Longlands,Bridge Pa,1/27/2023,5,January
R1232,Rockit Raukawa,Havelock,2/01/2023,0,February
R1232,Rockit Raukawa,Havelock,2/01/2023,0,February
R1233,Rockit Te Aute North (TRN),Havelock,2/01/2023,0,February
R1233,Rockit Te Aute North (TRN),Havelock,2/01/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/01/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/01/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/01/2023,2,February
R2668,Rockit Te Aute South (TRS),Havelock,2/01/2023,0,February
R2724,Rockit Omahu,Omahu,2/01/2023,0,February
R2724,Rockit Omahu,Omahu,2/01/2023,0,February
R2724,Rockit Omahu,Omahu,2/01/2023,0,February
R2724,Rockit Omahu,Omahu,2/01/2023,4,February
R2724,Rockit Omahu,Omahu,2/01/2023,0,February
R2724,Rockit Omahu,Omahu,2/01/2023,1,February
R1230,Rockit Home Block,Havelock,2/01/2023,0,February
R1230,Rockit Home Block,Havelock,2/01/2023,0,February
R2899,Rockit Lobb,Havelock,2/01/2023,8,February
R2899,Rockit Lobb,Havelock,2/01/2023,0,February
R2880,Rockit Manahi,Havelock,2/01/2023,0,February
R2880,Rockit Manahi,Havelock,2/01/2023,0,February
R2880,Rockit Manahi,Havelock,2/01/2023,0,February
R2880,Rockit Manahi,Havelock,2/01/2023,1,February
R2880,Rockit Manahi,Havelock,2/01/2023,0,February
R2880,Rockit Manahi,Havelock,2/01/2023,0,February
R2219,Rockit Longacre (RLA),Bridge Pa,2/01/2023,0,February
R1230,Rockit Home Block,Havelock,2/01/2023,2,February
R1230,Rockit Home Block,Havelock,2/01/2023,0,February
R1230,Rockit Home Block,Havelock,2/01/2023,0,February
R1230,Rockit Home Block,Havelock,2/01/2023,0,February
R2924,Rockit Crown,Omahu,2/01/2023,0,February
R2924,Rockit Crown,Omahu,2/01/2023,0,February
R2924,Rockit Crown,Omahu,2/01/2023,1,February
R2219,Rockit Longacre (RLA),Bridge Pa,2/01/2023,0,February
R2926,Rockit Mana,Bridge Pa,2/01/2023,0,February
R2926,Rockit Mana,Bridge Pa,2/01/2023,1,February
R2927,Rockit Mana 2,Bridge Pa,2/01/2023,0,February
R2927,Rockit Mana 2,Bridge Pa,2/01/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/01/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/01/2023,0,February
R2924,Rockit Crown,Omahu,2/01/2023,6,February
R2219,Rockit Longacre (RLA),Bridge Pa,2/01/2023,0,February
R1580,Rockit Pioneer,Valley,2/01/2023,0,February
R1580,Rockit Pioneer,Valley,2/01/2023,0,February
R1580,Rockit Pioneer,Valley,2/01/2023,2,February
R1580,Rockit Pioneer,Valley,2/01/2023,0,February
R1580,Rockit Pioneer,Valley,2/01/2023,1,February
R2919,Rockit Valley Road,Valley,2/01/2023,1,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,2,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2919,Rockit Valley Road,Valley,2/01/2023,1,February
R2919,Rockit Valley Road,Valley,2/01/2023,0,February
R2946,Rockit Lowry Heretaunga,Omahu,2/01/2023,1,February
R2946,Rockit Lowry Heretaunga,Omahu,2/01/2023,0,February
R2946,Rockit Lowry Heretaunga,Omahu,2/01/2023,5,February
R2918,Rockit Lowry,Omahu,2/01/2023,0,February
R2918,Rockit Lowry,Omahu,2/01/2023,0,February
R2918,Rockit Lowry,Omahu,2/01/2023,3,February
R2918,Rockit Lowry,Omahu,2/01/2023,0,February
R2918,Rockit Lowry,Omahu,2/01/2023,8,February
R1936,Rockit Wharerangi,Puketapu,2/02/2023,0,February
R2636,Rockit Moteo Pa,Puketapu,2/02/2023,0,February
R2636,Rockit Moteo Pa,Puketapu,2/02/2023,0,February
R1936,Rockit Wharerangi,Puketapu,2/02/2023,0,February
R1936,Rockit Wharerangi,Puketapu,2/02/2023,0,February
R2150,Rockit Dartmoor Road,Puketapu,2/02/2023,0,February
R2150,Rockit Dartmoor Road,Puketapu,2/02/2023,0,February
R2879,Rockit Manzana,Puketapu,2/02/2023,0,February
R2879,Rockit Manzana,Puketapu,2/02/2023,0,February
R2879,Rockit Manzana,Puketapu,2/02/2023,0,February
R2879,Rockit Manzana,Puketapu,2/02/2023,1,February
R2886,Rockit Sim 2,Puketapu,2/02/2023,0,February
R2886,Rockit Sim 2,Puketapu,2/02/2023,0,February
R2901,Rockit Wharerangi 2,Puketapu,2/02/2023,0,February
R2901,Rockit Wharerangi 2,Puketapu,2/02/2023,0,February
R2900,Rockit Sim 1,Puketapu,2/02/2023,0,February
R2900,Rockit Sim 1,Puketapu,2/02/2023,0,February
R2900,Rockit Sim 1,Puketapu,2/02/2023,0,February
R2900,Rockit Sim 1,Puketapu,2/02/2023,0,February
R1149,Rockit Steel,Puketapu,2/02/2023,0,February
R1149,Rockit Steel,Puketapu,2/02/2023,0,February
R1149,Rockit Steel,Puketapu,2/02/2023,0,February
R1149,Rockit Steel,Puketapu,2/02/2023,0,February
R2925,Rockit Manzana 2,Puketapu,2/02/2023,0,February
R2925,Rockit Manzana 2,Puketapu,2/02/2023,0,February
R2925,Rockit Manzana 2,Puketapu,2/02/2023,0,February
R2945,Rockit Ormond,Napier,2/02/2023,0,February
R2945,Rockit Ormond,Napier,2/02/2023,0,February
R2945,Rockit Ormond,Napier,2/02/2023,1,February
R2945,Rockit Ormond,Napier,2/02/2023,0,February
R2712,Rockit Napier Road South (NRS),Napier,2/03/2023,0,February
R2775,Rockit Napier Road North (NRN),Napier,2/03/2023,0,February
R2775,Rockit Napier Road North (NRN),Napier,2/03/2023,0,February
R1639,Rockit Napier Road Central (NRC),Napier,2/03/2023,0,February
R1639,Rockit Napier Road Central (NRC),Napier,2/03/2023,0,February
R2776,Rockit Haumoana,Napier,2/03/2023,8,February
R2776,Rockit Haumoana,Napier,2/03/2023,0,February
R2776,Rockit Haumoana,Napier,2/03/2023,2,February
R2776,Rockit Haumoana,Napier,2/03/2023,0,February
R2447,Rockit Watson Road,Napier,2/03/2023,0,February
R2447,Rockit Watson Road,Napier,2/03/2023,5,February
R2917,Rockit Lawn Road,Napier,2/03/2023,0,February
R2917,Rockit Lawn Road,Napier,2/03/2023,0,February
R2917,Rockit Lawn Road,Napier,2/03/2023,0,February
R2917,Rockit Lawn Road,Napier,2/03/2023,0,February
R2917,Rockit Lawn Road,Napier,2/03/2023,0,February
R2917,Rockit Lawn Road,Napier,2/03/2023,0,February
